22 20 100
24 20 99
26 20 98
28 20 97
30 20 96
32 20 95
34 20 94
36 20 93
38 20 92
40 20 91
42 20 90
44 20 89
46 20 88
48 20 87
50 20 86
52 20 85
54 20 84
56 20 83
58 20 82
60 20 81
62 20 80
62 22 79
64 22 78
66 22 77
66 24 76
68 24 75
68 26 74
70 26 73
70 28 72
72 28 71
72 30 70
72 32 69
74 32 68
74 34 67
74 36 66
76 36 65
76 38 64
76 40 63
76 42 62
76 44 61
76 46 60
76 48 59
76 50 58
76 52 57
76 54 56
76 56 55
76 58 54
76 60 53
76 62 52
76 64 51
76 66 50
76 68 49
76 70 48
76 72 47
76 74 46
74 74 45
74 76 44
72 76 43
70 76 42
68 76 41
68 78 40
66 78 39
64 78 38
62 78 37
60 78 36
58 78 35
56 78 34
54 78 33
52 78 32
50 78 31
48 78 30
46 78 29
44 78 28
42 78 27
41 79 26
40 79 25
39 80 24
40 79 23
39 80 22
40 79 21
