2.97069e+07	12.6782	12.6782	0.279362
2.97158e+07	69.0754	69.0754	2.01897
2.97328e+07	66.583	66.583	4.8346
2.97359e+07	562.267	166.583	10.6532
2.97558e+07	121.222	121.222	17.7487
2.97672e+07	274.735	221.222	27.9134
2.97875e+07	189.084	189.084	39.6034
2.98071e+07	232.437	232.437	53.212
2.98186e+07	453.849	332.437	70.2599
2.98277e+07	643.978	432.437	91.8893
2.98559e+07	215.643	332.437	114.506
2.98755e+07	298.768	298.768	136.673
2.98869e+07	503.352	398.768	160.193
2.99067e+07	270.829	298.768	182.074
2.99165e+07	522.395	398.768	204.363
2.99556e+07	118.091	298.768	224.283
2.99751e+07	198.48	198.768	239.662
2.99898e+07	203.937	203.937	251.18
3.00061e+07	121.443	121.443	257.533
3.00206e+07	62.5937	62.5937	258.314
3.00268e+07	41.994	41.994	254.161
3.00374e+07	-46.1671	-46.1671	244.206
3.00573e+07	-65.7215	-65.7215	229.394
3.00656e+07	-222.979	-165.722	208.815
3.00776e+07	-209.331	-209.331	183.113
3.00861e+07	-356.439	-309.331	151.671
3.01086e+07	-160.908	-209.331	118.531
3.01313e+07	-185.959	-185.959	85.2782
3.01396e+07	-579.514	-285.959	50.4651
3.01567e+07	-308.346	-308.346	14.6781
3.01654e+07	-659.179	-408.346	-23.302
3.01799e+07	-399.645	-399.645	-62.008
3.01855e+07	-1054.07	-499.645	-102.644
3.02057e+07	-280.943	-399.645	-141.725
3.02162e+07	-536.172	-499.645	-180.902
3.02248e+07	-648.958	-599.645	-221.493
3.02365e+07	-458.343	-499.645	-260.117
3.02566e+07	-239.007	-399.645	-294.11
3.02648e+07	-545.256	-499.645	-325.848
3.02787e+07	-298.824	-399.645	-352.874
3.02954e+07	-225.526	-299.645	-373.328
3.03062e+07	-330.891	-330.891	-388.755
3.03191e+07	-265.129	-265.129	-398.368
3.03337e+07	-212.916	-212.916	-401.961
3.03367e+07	-1010.11	-312.916	-402.859
3.03564e+07	-137.173	-212.916	-399.373
3.03648e+07	-309.199	-309.199	-394.577
