w,2,0,0,0.0828742
w,2,0,1,0.300129
w,2,0,2,0.591593
w,2,1,0,0.384478
w,2,1,1,0.500115
w,2,1,2,0.0903242
b,2,0,-1.00281
b,2,1,-0.999965
b,2,2,-1.00153
w,3,0,0,0.666976
w,3,0,1,0.204982
w,3,1,0,0.162752
w,3,1,1,0.506615
w,3,2,0,1.2637
w,3,2,1,1.10619
b,3,0,-1.03835
b,3,1,-0.992868
