w,2,0,0,-0.675192
w,2,0,1,0.613606
w,2,0,2,0.833521
w,2,1,0,1.22707
w,2,1,1,0.802895
w,2,1,2,0.378805
b,2,0,-1.89803
b,2,1,-0.940771
b,2,2,-0.942395
w,3,0,0,1.71375
w,3,0,1,-1.32304
w,3,1,0,-0.787052
w,3,1,1,1.01461
w,3,2,0,0.591735
w,3,2,1,1.36841
b,3,0,-2.04768
b,3,1,-0.431405
