2.97069e+07	-59	-3.0112	-3.08398
2.97158e+07	7	-3.0072	-3.1483
2.97328e+07	-12	-3.01259	-3.22243
2.97359e+07	14	-2.999	-3.26671
2.97558e+07	54	-2.94212	-3.22273
2.97672e+07	41	-2.88955	-3.11479
2.97875e+07	17	-2.86182	-2.98253
2.98071e+07	-26	-2.89865	-2.89192
2.98186e+07	7	-2.88094	-2.79138
2.98277e+07	0	-2.87523	-2.69208
2.98559e+07	-19	-2.91038	-2.6226
2.98755e+07	0	-2.90347	-2.55294
2.98869e+07	40	-2.7933	-2.42322
2.99067e+07	36	-2.68623	-2.24289
2.99165e+07	9	-2.65174	-2.05544
2.99556e+07	20	-2.58058	-1.84504
2.99751e+07	-30	-2.6719	-1.68823
2.99898e+07	0	-2.6625	-1.53736
3.00061e+07	-47	-2.82673	-1.46282
3.00206e+07	0	-2.81574	-1.39011
3.00268e+07	20	-2.72282	-1.28925
3.00374e+07	53	-2.48577	-1.11242
3.00573e+07	-6	-2.50136	-0.952479
3.00656e+07	26	-2.36988	-0.760752
3.00776e+07	33	-2.20046	-0.528752
3.00861e+07	-13	-2.25408	-0.327989
3.01086e+07	-22	-2.35555	-0.170572
3.01313e+07	-2	-2.35366	-0.0244023
3.01396e+07	-9	-2.39008	0.10041
3.01567e+07	-47	-2.64204	0.147843
3.01654e+07	0	-2.62668	0.192492
3.01799e+07	53	-2.29414	0.313924
3.01855e+07	33	-2.07743	0.477816
3.02057e+07	8	-2.01394	0.644135
3.02162e+07	1	-1.99448	0.802002
3.02248e+07	-11	-2.05404	0.933641
3.02365e+07	22	-1.89124	1.08976
3.02566e+07	6	-1.83664	1.24481
3.02648e+07	-14	-1.92263	1.36863
3.02787e+07	26	-1.72111	1.52269
3.02954e+07	-27	-1.90722	1.62565
3.03062e+07	-9	-1.96046	1.70712
3.03191e+07	17	-1.81547	1.80712
3.03337e+07	-9	-1.87141	1.88551
3.03367e+07	17	-1.7219	1.98233
3.03564e+07	-23	-1.89334	2.03645
3.03648e+07	-16	-2.00886	2.06061
3.0382e+07	3	-1.96719	2.08486
3.03848e+07	-2	-1.96747	2.10168
3.04159e+07	17	-1.80485	2.13993
3.04376e+07	0	-1.78916	2.17291
3.0465e+07	8	-1.70283	2.21284
3.04761e+07	-5	-1.7323	2.2398
3.04987e+07	-10	-1.80716	2.24695
3.05074e+07	-23	-2.00151	2.21585
3.05163e+07	10	-1.8901	2.1981
3.05366e+07	-10	-1.96628	2.16302
3.05569e+07	-34	-2.2707	2.07559
3.05652e+07	-7	-2.31615	1.97928
3.05767e+07	-48	-2.75995	1.81322
3.05885e+07	5	-2.68377	1.66091
3.06052e+07	-3	-2.68691	1.50983
3.06195e+07	50	-2.15917	1.43964
3.06334e+07	37	-1.76314	1.42657
3.06364e+07	10	-1.64306	1.42706
3.06568e+07	-12	-1.74975	1.40739
3.06675e+07	-32	-2.0641	1.33868
3.06759e+07	-19	-2.24159	1.24318
3.0687e+07	0	-2.21791	1.15097
3.0707e+07	-1	-2.20493	1.06052
3.07181e+07	-21	-2.40673	0.941875
3.0735e+07	8	-2.29414	0.840221
3.07551e+07	-12	-2.39992	0.724802
3.0775e+07	17	-2.18698	0.640026
3.07895e+07	-25	-2.43913	0.521377
3.08062e+07	-37	-2.82371	0.352867
3.08219e+07	16	-2.61287	0.216926
3.08253e+07	23	-2.32415	0.122497
3.08367e+07	-3	-2.33182	0.028486
3.08568e+07	-30	-2.64752	-0.10548
3.08651e+07	-17	-2.81225	-0.257546
3.08765e+07	23	-2.51431	-0.366517
3.08911e+07	-3	-2.51995	-0.47355
3.09154e+07	-6	-2.56056	-0.58309
3.09329e+07	27	-2.21384	-0.645345
3.09356e+07	-12	-2.3292	-0.721266
3.09555e+07	7	-2.21869	-0.781506
3.09666e+07	47	-1.63283	-0.766833
3.09749e+07	-12	-1.75681	-0.769799
3.09866e+07	20	-1.49546	-0.741457
3.10056e+07	-22	-1.74284	-0.746526
3.10323e+07	18	-1.50363	-0.723208
3.1035e+07	31	-1.10818	-0.653574
3.10551e+07	15	-0.91141	-0.564226
3.108e+07	-4	-0.949286	-0.484857
3.10855e+07	42	-0.420591	-0.346061
3.11061e+07	25	-0.106515	-0.176752
3.11165e+07	4	-0.0555963	-0.0103252
3.1134e+07	11	0.0819656	0.163623
3.11367e+07	18	0.30567	0.354923
3.11568e+07	45	0.865512	0.602843
3.11693e+07	-22	0.578182	0.803473
3.11861e+07	38	1.04989	1.04905
3.12062e+07	13	1.20098	1.29928
3.12202e+07	6	1.26183	1.54304
3.12342e+07	20	1.50012	1.80131
3.1237e+07	40	1.99106	2.10292
3.1257e+07	-24	1.65874	2.34908
3.12649e+07	-11	1.49645	2.56193
3.12882e+07	8	1.58004	2.77144
3.13049e+07	4	1.61122	2.97146
3.13194e+07	-9	1.47417	3.14273
3.13332e+07	31	1.8564	3.34653
3.1336e+07	64	2.66271	3.63027
3.13563e+07	6	2.70611	3.90224
3.13647e+07	13	2.84025	4.17316
3.13755e+07	6	2.88152	4.43218
3.13898e+07	20	3.10552	4.70056
3.14067e+07	6	3.14347	4.95638
3.14203e+07	26	3.44372	5.22995
3.14345e+07	-14	3.21414	5.45989
3.14374e+07	12	3.32998	5.68722
3.14548e+07	24	3.60299	5.92973
3.14745e+07	-29	3.17164	6.10676
3.14773e+07	-2	3.1031	6.26206
3.14874e+07	17	3.28756	6.42508
3.15054e+07	-2	3.21727	6.56665
3.15195e+07	-16	2.96139	6.66673
3.15247e+07	-42	2.36184	6.68842
3.15359e+07	10	2.46384	6.7139
3.15633e+07	1	2.44426	6.72943
3.1566e+07	-5	2.34457	6.72654
3.15774e+07	14	2.50086	6.7347
3.15865e+07	-18	2.22561	6.70533
3.16091e+07	-16	1.98061	6.64349
3.16171e+07	-2	1.92703	6.57203
3.16314e+07	-23	1.59113	6.46008
3.1637e+07	17	1.79901	6.36998
3.1657e+07	24	2.09885	6.31119
3.1665e+07	37	2.57074	6.3016
3.16868e+07	-2	2.50887	6.28007
3.1707e+07	39	3.00328	6.30878
3.17148e+07	19	3.22023	6.35496
3.1732e+07	26	3.52948	6.42812
3.17649e+07	30	3.88917	6.53266
3.17799e+07	3	3.87708	6.62627
3.17854e+07	23	4.13739	6.73937
3.1808e+07	19	4.33989	6.86474
3.18164e+07	12	4.44435	6.99105
3.18336e+07	-7	4.28816	7.08954
3.18365e+07	5	4.29788	7.17958
3.18565e+07	-41	3.67872	7.1925
3.18808e+07	5	3.69679	7.20144
3.18865e+07	-21	3.35871	7.16759
3.19055e+07	14	3.50449	7.14582
3.19359e+07	-5	3.38791	7.10701
3.19557e+07	-1	3.32771	7.05813
3.19648e+07	-14	3.08987	6.98032
3.19813e+07	-7	2.95128	6.88574
3.19868e+07	12	3.07564	6.80393
3.20069e+07	9	3.15711	6.72984
3.20326e+07	16	3.33383	6.67365
3.20354e+07	43	3.87994	6.67498
3.20555e+07	9	3.95047	6.67972
3.20661e+07	3	3.93737	6.67868
3.20833e+07	-3	3.84171	6.66319
3.21104e+07	-21	3.49897	6.60704
3.2116e+07	-8	3.34024	6.53202
3.21361e+07	22	3.59794	6.48425
3.21617e+07	7	3.64494	6.43983
3.21734e+07	14	3.78808	6.40914
3.21762e+07	-6	3.65272	6.36151
3.21881e+07	0	3.60219	6.3069
3.22047e+07	11	3.70458	6.26228
3.22192e+07	31	4.08252	6.25717
3.22359e+07	28	4.41382	6.28495
3.22557e+07	18	4.60208	6.32879
3.2275e+07	-5	4.46897	6.35327
3.22894e+07	11	4.55954	6.3834
3.23055e+07	7	4.59339	6.41282
3.23211e+07	14	4.72393	6.45203
3.23356e+07	57	5.44959	6.56492
3.23564e+07	2	5.40169	6.66487
3.23759e+07	-10	5.18776	6.73443
3.23904e+07	2	5.14346	6.79313
3.24065e+07	-17	4.8357	6.81297
3.24207e+07	9	4.8936	6.83503
3.24259e+07	29	5.22883	6.88913
3.24372e+07	16	5.37866	6.95396
3.24571e+07	-26	4.94206	6.96588
3.24658e+07	0	4.87328	6.9667
3.24768e+07	6	4.88897	6.96603
3.24851e+07	20	5.09938	6.98494
3.25073e+07	9	5.1537	7.00585
3.25329e+07	15	5.29087	7.03761
3.25355e+07	29	5.62123	7.1006
3.25555e+07	-11	5.38958	7.13303
3.25665e+07	29	5.7187	7.19651
3.25811e+07	63	6.51735	7.34024
3.25865e+07	9	6.55197	7.4787
3.26069e+07	6	6.54428	7.60746
3.2615e+07	40	7.01101	7.77784
3.26322e+07	-6	6.82946	7.91835
3.26349e+07	33	7.19469	8.08889
3.2666e+07	20	7.37343	8.26807
3.26802e+07	6	7.35426	8.43417
3.27055e+07	37	7.76819	8.63414
3.27171e+07	4	7.71557	8.81635
3.2734e+07	24	7.94302	9.01149
3.27568e+07	20	8.11144	9.21257
3.27654e+07	13	8.17974	9.40846
3.27817e+07	53	8.80603	9.65914
3.27873e+07	26	9.04632	9.92078
3.28066e+07	22	9.22737	10.1864
3.28343e+07	29	9.50377	10.4659
3.28371e+07	15	9.58061	10.7371
3.28571e+07	-54	8.6916	10.8965
3.28702e+07	12	8.73787	11.049
3.28814e+07	26	8.97929	11.2157
3.28869e+07	6	8.93762	11.3655
3.29052e+07	0	8.81259	11.4902
3.29164e+07	6	8.77324	11.5999
3.29366e+07	29	9.05625	11.7298
3.29564e+07	21	9.22338	11.8666
3.29648e+07	15	9.30422	12.0007
3.29875e+07	31	9.60787	12.156
3.30069e+07	19	9.73934	12.3132
3.30348e+07	-27	9.22504	12.403
3.3055e+07	17	9.33389	12.4948
3.30894e+07	44	9.81925	12.6288
3.31118e+07	-7	9.58374	12.7262
3.31165e+07	5	9.51956	12.8068
3.31373e+07	32	9.83438	12.9118
3.31574e+07	-3	9.65463	12.9872
3.3173e+07	44	10.1357	13.1051
3.31875e+07	-10	9.85363	13.1819
3.32074e+07	-12	9.5475	13.2169
3.32176e+07	21	9.70794	13.2616
3.32307e+07	-5	9.50188	13.2765
3.32361e+07	28	9.76106	13.3127
3.32559e+07	41	10.1988	13.3884
3.32755e+07	31	10.4903	13.4865
3.32906e+07	35	10.8337	13.6115
3.33049e+07	-28	10.2895	13.6674
3.33154e+07	-14	9.94908	13.6787
3.33339e+07	12	9.97782	13.687
3.33387e+07	59	10.665	13.7627
3.3356e+07	-3	10.4734	13.8092
3.33704e+07	16	10.5509	13.8565
3.33944e+07	37	10.9217	13.9359
3.34052e+07	-7	10.6704	13.9796
3.3432e+07	18	10.7732	14.027
3.34349e+07	-7	10.524	14.0403
3.34549e+07	50	11.0775	14.1068
3.34665e+07	57	11.7214	14.234
3.3478e+07	43	12.16	14.3975
3.34867e+07	3	12.0316	14.5351
3.35174e+07	-16	11.6385	14.6195
3.35322e+07	16	11.6996	14.7013
3.35349e+07	30	11.9563	14.8017
3.3555e+07	9	11.9148	14.888
3.35659e+07	-24	11.4111	14.9112
3.358e+07	9	11.3773	14.9244
3.35855e+07	56	12.0032	14.9984
3.36049e+07	-10	11.6945	15.0309
3.36327e+07	9	11.6567	15.0527
3.36354e+07	16	11.7177	15.0746
3.36562e+07	-71	10.5573	14.9663
3.36649e+07	-10	10.2689	14.8264
3.36818e+07	29	10.5317	14.7153
3.37047e+07	22	10.6926	14.6212
3.37156e+07	2	10.5706	14.5132
3.37359e+07	26	10.7871	14.4282
3.3758e+07	9	10.762	14.3397
3.37663e+07	2	10.6391	14.2375
3.37831e+07	-10	10.3495	14.1044
3.37859e+07	29	10.6112	14.0009
