3.05131e+07	0.00352237
3.06925e+07	0.00874427
3.08239e+07	0.0154802
3.09431e+07	0.0223214
3.10451e+07	0.0298932
3.11231e+07	0.0397244
3.12034e+07	0.0482053
3.12699e+07	0.0582053
3.13461e+07	0.0655081
3.14036e+07	0.0755081
3.14639e+07	0.084541
3.15194e+07	0.0941049
3.15738e+07	0.103077
3.16279e+07	0.111253
3.16765e+07	0.120704
3.17261e+07	0.128795
3.17775e+07	0.135371
3.18236e+07	0.143526
3.18726e+07	0.149581
3.19193e+07	0.156036
3.19659e+07	0.161892
3.20087e+07	0.169067
3.20517e+07	0.175416
3.2084e+07	0.185416
3.21239e+07	0.191937
3.21706e+07	0.194157
3.22111e+07	0.199433
3.22366e+07	0.209433
3.22807e+07	0.211165
3.23179e+07	0.21693
3.23614e+07	0.218226
3.23872e+07	0.228226
3.24244e+07	0.232285
3.24649e+07	0.233748
3.24913e+07	0.243748
3.25287e+07	0.246111
3.25658e+07	0.248454
3.25912e+07	0.258454
3.26257e+07	0.261594
3.26676e+07	0.259301
3.26902e+07	0.269301
3.27245e+07	0.271525
3.27652e+07	0.268943
3.27872e+07	0.278943
3.28216e+07	0.280118
3.2863e+07	0.276261
3.28855e+07	0.286261
3.29234e+07	0.28402
3.29641e+07	0.280188
3.29868e+07	0.290188
3.3024e+07	0.288051
3.30653e+07	0.283459
3.30905e+07	0.293459
3.31278e+07	0.290923
3.31685e+07	0.2864
3.32023e+07	0.287346
3.32314e+07	0.292976
3.32732e+07	0.287602
3.33073e+07	0.288167
3.33394e+07	0.290503
3.338e+07	0.286083
3.34199e+07	0.282538
3.34496e+07	0.287954
3.34898e+07	0.284034
3.35301e+07	0.280445
3.35732e+07	0.275602
3.36102e+07	0.275069
3.36487e+07	0.273536
3.36915e+07	0.269547
3.37354e+07	0.265371
3.37822e+07	0.260202
3.38253e+07	0.257383
3.38748e+07	0.251847
3.39144e+07	0.251915
3.39639e+07	0.246925
3.40009e+07	0.24926
3.40453e+07	0.246856
3.40979e+07	0.241182
3.41467e+07	0.237556
3.41981e+07	0.233255
3.42543e+07	0.227723
3.43111e+07	0.222557
3.43682e+07	0.217814
3.44267e+07	0.213127
3.44878e+07	0.208181
3.45508e+07	0.203236
3.46273e+07	0.195984
3.46995e+07	0.190236
3.47801e+07	0.183619
3.4865e+07	0.177036
3.49503e+07	0.171056
3.50521e+07	0.163773
3.51677e+07	0.156046
3.5292e+07	0.148487
3.54346e+07	0.140651
3.55993e+07	0.132657
3.6401e+07	0.122657
3.65872e+07	0.112657
3.67317e+07	0.102657
3.68368e+07	0.0926574
3.69291e+07	0.0826574
3.70133e+07	0.0726574
3.70882e+07	0.0626574
3.7149e+07	0.0526574
3.72213e+07	0.0426574
3.72796e+07	0.0326574
3.73343e+07	0.0226574
3.73903e+07	0.0126574
3.74425e+07	0.00265737
3.75067e+07	-0.00734263
3.75506e+07	-0.0173426
3.76078e+07	-0.0273426
3.76455e+07	-0.0373426
3.76923e+07	-0.0473426
3.77354e+07	-0.0573426
3.77801e+07	-0.0673426
3.78167e+07	-0.0773426
3.78487e+07	-0.0873426
3.78922e+07	-0.0973426
3.79333e+07	-0.107343
3.79722e+07	-0.117343
3.80012e+07	-0.127343
3.80412e+07	-0.137343
3.80816e+07	-0.147343
3.81157e+07	-0.157343
3.8149e+07	-0.167343
3.81865e+07	-0.177275
3.82242e+07	-0.186073
3.82528e+07	-0.196073
