2.97069e+07	-59	-10
2.97158e+07	7	0
2.97328e+07	-12	-10
2.97359e+07	14	0
2.97558e+07	54	10
2.97672e+07	41	20
2.97875e+07	17	17
2.98071e+07	-26	7
2.98186e+07	7	7
2.98277e+07	0	0
2.98559e+07	-19	-10
2.98755e+07	0	0
2.98869e+07	40	10
2.99067e+07	36	20
2.99165e+07	9	10
2.99556e+07	20	20
2.99751e+07	-30	10
2.99898e+07	0	0
3.00061e+07	-47	-10
3.00206e+07	0	0
3.00268e+07	20	10
3.00374e+07	53	20
3.00573e+07	-6	10
3.00656e+07	26	20
3.00776e+07	33	30
3.00861e+07	-13	20
3.01086e+07	-22	10
3.01313e+07	-2	0
3.01396e+07	-9	-9
3.01567e+07	-47	-19
3.01654e+07	0	-9
3.01799e+07	53	1
3.01855e+07	33	11
3.02057e+07	8	8
3.02162e+07	1	1
3.02248e+07	-11	-9
3.02365e+07	22	1
3.02566e+07	6	6
3.02648e+07	-14	-4
3.02787e+07	26	6
3.02954e+07	-27	-4
3.03062e+07	-9	-9
3.03191e+07	17	1
3.03337e+07	-9	-9
3.03367e+07	17	1
3.03564e+07	-23	-9
3.03648e+07	-16	-16
3.0382e+07	3	-6
3.03848e+07	-2	-2
3.04159e+07	17	8
3.04376e+07	0	0
3.0465e+07	8	8
3.04761e+07	-5	-2
3.04987e+07	-10	-10
3.05074e+07	-23	-20
3.05163e+07	10	-10
3.05366e+07	-10	-10
3.05569e+07	-34	-20
3.05652e+07	-7	-10
3.05767e+07	-48	-20
3.05885e+07	5	-10
3.06052e+07	-3	-3
3.06195e+07	50	7
3.06334e+07	37	17
3.06364e+07	10	10
3.06568e+07	-12	0
3.06675e+07	-32	-10
3.06759e+07	-19	-19
3.0687e+07	0	-9
3.0707e+07	-1	-1
3.07181e+07	-21	-11
3.0735e+07	8	-1
3.07551e+07	-12	-11
3.0775e+07	17	-1
3.07895e+07	-25	-11
3.08062e+07	-37	-21
3.08219e+07	16	-11
3.08253e+07	23	-1
3.08367e+07	-3	-3
3.08568e+07	-30	-13
3.08651e+07	-17	-17
3.08765e+07	23	-7
3.08911e+07	-3	-3
3.09154e+07	-6	-6
3.09329e+07	27	4
3.09356e+07	-12	-6
3.09555e+07	7	4
3.09666e+07	47	14
3.09749e+07	-12	4
3.09866e+07	20	14
3.10056e+07	-22	4
3.10323e+07	18	14
3.1035e+07	31	24
3.10551e+07	15	15
3.108e+07	-4	5
3.10855e+07	42	15
3.11061e+07	25	25
3.11165e+07	4	15
3.1134e+07	11	11
3.11367e+07	18	18
3.11568e+07	45	28
3.11693e+07	-22	18
3.11861e+07	38	28
3.12062e+07	13	18
3.12202e+07	6	8
3.12342e+07	20	18
3.1237e+07	40	28
3.1257e+07	-24	18
3.12649e+07	-11	8
3.12882e+07	8	8
3.13049e+07	4	4
3.13194e+07	-9	-6
3.13332e+07	31	4
3.1336e+07	64	14
3.13563e+07	6	6
3.13647e+07	13	13
3.13755e+07	6	6
3.13898e+07	20	16
3.14067e+07	6	6
3.14203e+07	26	16
3.14345e+07	-14	6
3.14374e+07	12	12
3.14548e+07	24	22
3.14745e+07	-29	12
3.14773e+07	-2	2
3.14874e+07	17	12
3.15054e+07	-2	2
3.15195e+07	-16	-8
3.15247e+07	-42	-18
3.15359e+07	10	-8
3.15633e+07	1	1
3.1566e+07	-5	-5
3.15774e+07	14	5
3.15865e+07	-18	-5
3.16091e+07	-16	-15
3.16171e+07	-2	-5
3.16314e+07	-23	-15
3.1637e+07	17	-5
3.1657e+07	24	5
3.1665e+07	37	15
3.16868e+07	-2	5
3.1707e+07	39	15
3.17148e+07	19	19
3.1732e+07	26	26
3.17649e+07	30	30
3.17799e+07	3	20
3.17854e+07	23	23
3.1808e+07	19	19
3.18164e+07	12	12
3.18336e+07	-7	2
3.18365e+07	5	5
3.18565e+07	-41	-5
3.18808e+07	5	5
3.18865e+07	-21	-5
3.19055e+07	14	5
3.19359e+07	-5	-5
3.19557e+07	-1	-1
3.19648e+07	-14	-11
3.19813e+07	-7	-7
3.19868e+07	12	3
3.20069e+07	9	9
3.20326e+07	16	16
3.20354e+07	43	26
3.20555e+07	9	16
3.20661e+07	3	6
3.20833e+07	-3	-3
3.21104e+07	-21	-13
3.2116e+07	-8	-8
3.21361e+07	22	2
3.21617e+07	7	7
3.21734e+07	14	14
3.21762e+07	-6	4
3.21881e+07	0	0
3.22047e+07	11	10
3.22192e+07	31	20
3.22359e+07	28	28
3.22557e+07	18	18
3.2275e+07	-5	8
3.22894e+07	11	11
3.23055e+07	7	7
3.23211e+07	14	14
3.23356e+07	57	24
3.23564e+07	2	14
3.23759e+07	-10	4
3.23904e+07	2	2
3.24065e+07	-17	-8
3.24207e+07	9	2
3.24259e+07	29	12
3.24372e+07	16	16
3.24571e+07	-26	6
3.24658e+07	0	0
3.24768e+07	6	6
3.24851e+07	20	16
3.25073e+07	9	9
3.25329e+07	15	15
3.25355e+07	29	25
3.25555e+07	-11	15
3.25665e+07	29	25
3.25811e+07	63	35
3.25865e+07	9	25
3.26069e+07	6	15
3.2615e+07	40	25
3.26322e+07	-6	15
3.26349e+07	33	25
3.2666e+07	20	20
3.26802e+07	6	10
3.27055e+07	37	20
3.27171e+07	4	10
3.2734e+07	24	20
3.27568e+07	20	20
3.27654e+07	13	13
3.27817e+07	53	23
3.27873e+07	26	26
3.28066e+07	22	22
3.28343e+07	29	29
3.28371e+07	15	19
3.28571e+07	-54	9
3.28702e+07	12	12
3.28814e+07	26	22
3.28869e+07	6	12
3.29052e+07	0	2
3.29164e+07	6	6
3.29366e+07	29	16
3.29564e+07	21	21
3.29648e+07	15	15
3.29875e+07	31	25
3.30069e+07	19	19
3.30348e+07	-27	9
3.3055e+07	17	17
3.30894e+07	44	27
3.31118e+07	-7	17
3.31165e+07	5	7
3.31373e+07	32	17
