2.97069e+07	-59	-3.0056	-3.05594	-3.05594	-3.05594	-3.05594
2.97158e+07	7	-3.0036	-3.03588	-3.03588	-3.03588	-3.03588
2.97328e+07	-12	-3.0063	-3.06265	-3.06265	-3.06265	-3.06265
2.97359e+07	14	-2.9995	-2.99491	-2.99491	-2.99491	-2.99491
2.97558e+07	54	-2.97103	-2.71303	-2.71303	-2.71303	-2.71303
2.97672e+07	41	-2.94469	-2.45466	-2.45466	-2.45466	-2.45466
2.97875e+07	17	-2.93075	-2.32114	-2.32114	-2.32114	-2.32114
2.98071e+07	-26	-2.94916	-2.50588	-2.50588	-2.50588	-2.50588
2.98186e+07	7	-2.94024	-2.42294	-2.42294	-2.42294	-2.42294
2.98277e+07	0	-2.93731	-2.39961	-2.39961	-2.39961	-2.39961
2.98559e+07	-19	-2.9549	-2.57423	-2.57423	-2.57423	-2.57423
2.98755e+07	0	-2.95137	-2.54492	-2.54492	-2.54492	-2.54492
2.98869e+07	40	-2.89588	-2.02431	-2.02431	-2.02431	-2.02431
2.99067e+07	36	-2.84182	-1.52757	-1.52757	-1.52757	-1.52757
2.99165e+07	9	-2.8242	-1.38156	-1.38156	-1.38156	-1.38156
2.99556e+07	20	-2.78802	-1.06831	-1.06831	-1.06831	-1.06831
2.99751e+07	-30	-2.8338	-1.51413	-1.51413	-1.51413	-1.51413
2.99898e+07	0	-2.82876	-1.48969	-1.48969	-1.48969	-1.48969
3.00061e+07	-47	-2.91161	-2.2568	-2.2568	-2.2568	-2.2568
3.00206e+07	0	-2.90587	-2.21721	-2.21721	-2.21721	-2.21721
3.00268e+07	20	-2.85851	-1.81275	-1.81275	-1.81275	-1.81275
3.00374e+07	53	-2.7377	-0.779905	-0.779905	-0.779905	-0.779905
3.00573e+07	-6	-2.74507	-0.881472	-0.881472	-0.881472	-0.881472
3.00656e+07	26	-2.67745	-0.342582	-0.342582	-0.342582	-0.342582
3.00776e+07	33	-2.59018	0.344711	0.344711	0.344711	0.344711
3.00861e+07	-13	-2.61662	0.0623923	0.0623923	0.0623923	0.0623923
3.01086e+07	-22	-2.66765	-0.415823	-0.415823	-0.415823	-0.415823
3.01313e+07	-2	-2.66583	-0.450948	-0.450948	-0.450948	-0.450948
3.01396e+07	-9	-2.68368	-0.644567	-0.644567	-0.644567	-0.644567
3.01567e+07	-47	-2.81258	-1.71546	-1.71546	-1.71546	-1.71546
3.01654e+07	0	-2.80415	-1.67508	-1.67508	-1.67508	-1.67508
3.01799e+07	53	-2.6317	-0.365783	-0.365783	-0.365783	-0.365783
3.01855e+07	33	-2.51839	0.446331	0.446331	0.446331	0.446331
3.02057e+07	8	-2.484	0.633009	0.633009	0.633009	0.633009
3.02162e+07	1	-2.4723	0.642209	0.642209	0.642209	0.642209
3.02248e+07	-11	-2.50169	0.34642	0.34642	0.34642	0.34642
3.02365e+07	22	-2.41511	0.903506	0.903506	0.903506	0.903506
3.02566e+07	6	-2.38464	1.03618	1.03618	1.03618	1.03618
3.02648e+07	-14	-2.4277	0.640424	0.640424	0.640424	0.640424
3.02787e+07	26	-2.31989	1.31482	1.31482	1.31482	1.31482
3.02954e+07	-27	-2.41558	0.554499	0.554499	0.554499	0.554499
3.03062e+07	-9	-2.44166	0.295593	0.295593	0.295593	0.295593
3.03191e+07	17	-2.36302	0.752122	0.752122	0.752122	0.752122
3.03337e+07	-9	-2.39042	0.483457	0.483457	0.483457	0.483457
3.03367e+07	17	-2.30878	0.941906	0.941906	0.941906	0.941906
3.03564e+07	-23	-2.39758	0.272655	0.272655	0.272655	0.272655
3.03648e+07	-16	-2.45706	-0.185231	-0.185231	-0.185231	-0.185231
3.0382e+07	3	-2.43276	-0.0950463	-0.0950463	-0.0950463	-0.0950463
3.03848e+07	-2	-2.4308	-0.149297	-0.149297	-0.149297	-0.149297
3.04159e+07	17	-2.34121	0.341765	0.341765	0.341765	0.341765
3.04376e+07	0	-2.33024	0.331928	0.331928	0.331928	0.331928
3.0465e+07	8	-2.28101	0.553691	0.553691	0.553691	0.553691
3.04761e+07	-5	-2.29417	0.39235	0.39235	0.39235	0.39235
3.04987e+07	-10	-2.33207	0.0891603	0.0891603	0.0891603	0.0891603
3.05074e+07	-23	-2.43525	-0.587133	-0.587133	-0.587133	-0.587133
3.05163e+07	10	-2.37225	-0.275872	-0.275872	-0.275872	-0.275872
3.05366e+07	-10	-2.41146	-0.562763	-0.562763	-0.562763	-0.562763
3.05569e+07	-34	-2.57613	-1.55251	-1.55251	-1.55251	-1.55251
3.05652e+07	-7	-2.59951	-1.71426	-1.71426	-1.71426	-1.71426
3.05767e+07	-48	-2.84267	-3.09254	-3.09254	-3.09254	-3.09254
3.05885e+07	5	-2.80011	-2.85091	-2.85091	-2.85091	-2.85091
3.06052e+07	-3	-2.80121	-2.85537	-2.85537	-2.85537	-2.85537
3.06195e+07	50	-2.50738	-1.26935	-1.26935	-1.26935	-1.26935
3.06334e+07	37	-2.28483	-0.118434	-0.118434	-0.118434	-0.118434
