3.02292e+07	0
3.05131e+07	0.000119269
3.06925e+07	0.000644315
3.08239e+07	0.00201408
3.09431e+07	0.00444803
3.10451e+07	0.00826729
3.11231e+07	0.0143621
3.12034e+07	0.0222776
3.12699e+07	0.0326809
3.13461e+07	0.0440304
3.14036e+07	0.057719
3.14639e+07	0.0725531
3.15194e+07	0.0884378
3.15738e+07	0.104701
3.16279e+07	0.120535
3.16765e+07	0.136271
3.17261e+07	0.150968
3.17775e+07	0.163591
3.18236e+07	0.174692
3.18726e+07	0.18328
3.19193e+07	0.189481
3.19659e+07	0.193157
3.20087e+07	0.195049
3.20517e+07	0.195183
3.2084e+07	0.197325
3.21239e+07	0.198873
3.21706e+07	0.197787
3.22111e+07	0.194848
3.22366e+07	0.197666
3.22807e+07	0.198392
3.23179e+07	0.197718
3.23614e+07	0.19386
3.23872e+07	0.193507
3.24244e+07	0.192021
3.24649e+07	0.187831
3.24913e+07	0.186171
3.25287e+07	0.182876
3.25658e+07	0.177279
3.25912e+07	0.174551
3.26257e+07	0.171023
3.26676e+07	0.164241
3.26902e+07	0.161929
3.27245e+07	0.158867
3.27652e+07	0.152574
3.27872e+07	0.150851
3.28216e+07	0.148061
3.2863e+07	0.141631
3.28855e+07	0.13819
3.29234e+07	0.132481
3.29641e+07	0.123043
3.29868e+07	0.115734
3.3024e+07	0.106856
3.30653e+07	0.095036
3.30905e+07	0.0837387
3.31278e+07	0.0714379
3.31685e+07	0.0572688
3.32023e+07	0.0416671
3.32314e+07	0.0267253
3.32732e+07	0.011838
3.33073e+07	-0.00285494
3.33394e+07	-0.0162534
3.338e+07	-0.0287382
3.34199e+07	-0.0407421
3.34496e+07	-0.0507999
3.34898e+07	-0.0592224
3.35301e+07	-0.0666216
3.35732e+07	-0.07346
3.36102e+07	-0.0796454
3.36487e+07	-0.0847775
3.36915e+07	-0.0889986
3.37354e+07	-0.0926135
3.37822e+07	-0.0958675
3.38253e+07	-0.0988519
3.38748e+07	-0.101456
3.39144e+07	-0.103529
3.39639e+07	-0.104769
3.40009e+07	-0.104701
3.40453e+07	-0.103155
3.40979e+07	-0.100777
3.41467e+07	-0.0980693
3.41981e+07	-0.0952627
3.42543e+07	-0.0926161
3.43111e+07	-0.090367
3.43682e+07	-0.0885784
3.44267e+07	-0.0871926
3.44878e+07	-0.086119
3.45508e+07	-0.0852879
3.46273e+07	-0.0845131
3.46995e+07	-0.0840253
3.47801e+07	-0.0836315
3.4865e+07	-0.08329
3.49503e+07	-0.0829899
3.50521e+07	-0.0824318
3.51677e+07	-0.0815378
3.5292e+07	-0.0803344
3.54346e+07	-0.0787321
3.55993e+07	-0.0766755
3.6401e+07	-0.0731331
3.65872e+07	-0.0703776
3.67317e+07	-0.0693989
3.68368e+07	-0.0716192
3.69291e+07	-0.0773788
3.70133e+07	-0.086555
3.70882e+07	-0.0991331
3.7149e+07	-0.11618
3.72213e+07	-0.13405
3.72796e+07	-0.153859
3.73343e+07	-0.174942
3.73903e+07	-0.195498
3.74425e+07	-0.215143
3.75067e+07	-0.230463
3.75506e+07	-0.245183
3.76078e+07	-0.255476
3.76455e+07	-0.26615
3.76923e+07	-0.273772
3.77354e+07	-0.278864
3.77801e+07	-0.280712
3.78167e+07	-0.281718
3.78487e+07	-0.284334
3.78922e+07	-0.283845
3.79333e+07	-0.28029
3.79722e+07	-0.274101
3.80012e+07	-0.269837
3.80412e+07	-0.263308
3.80816e+07	-0.253922
3.81157e+07	-0.243333
3.8149e+07	-0.232315
3.81865e+07	-0.219833
3.82242e+07	-0.205741
3.82528e+07	-0.193458
3.82904e+07	-0.180603
3.83281e+07	-0.166716
3.83638e+07	-0.152106
3.83927e+07	-0.139403
3.84302e+07	-0.126721
3.84648e+07	-0.114229
3.84935e+07	-0.104148
3.85284e+07	-0.094934
