2.97069e+07	-59	-8.09091	-3.55446	-3.05594	-3.0056	-3.00056
2.97158e+07	7	-5.67176	-3.34851	-3.03588	-3.0036	-3.00036
2.97328e+07	-12	-6.9788	-3.59652	-3.06265	-3.0063	-3.00063
2.97359e+07	14	-2.05674	-2.94145	-2.99491	-2.9995	-2.99995
2.97558e+07	54	11.998	-0.373541	-2.71303	-2.97103	-2.9971
2.97672e+07	41	19.5285	1.78699	-2.45466	-2.94469	-2.99446
2.97875e+07	17	18.8597	2.6781	-2.32114	-2.93075	-2.99306
2.98071e+07	-26	6.87581	0.837693	-2.50588	-2.94916	-2.9949
2.98186e+07	7	6.90916	1.26322	-2.42294	-2.94024	-2.994
2.98277e+07	0	5.04854	1.17067	-2.39961	-2.93731	-2.9937
2.98559e+07	-19	-1.43732	-0.379679	-2.57423	-2.9549	-2.99546
2.98755e+07	0	-1.04937	-0.349335	-2.54492	-2.95137	-2.9951
2.98869e+07	40	10.035	2.97953	-2.02431	-2.89588	-2.98952
2.99067e+07	36	17.0478	5.77535	-1.52757	-2.84182	-2.98406
2.99165e+07	9	14.874	6.05423	-1.38156	-2.8242	-2.98227
2.99556e+07	20	16.2587	7.28135	-1.06831	-2.78802	-2.97859
2.99751e+07	-30	3.7621	3.9541	-1.51413	-2.8338	-2.98318
2.99898e+07	0	2.74577	3.5971	-1.48969	-2.82876	-2.98265
3.00061e+07	-47	-10.6932	-1.0146	-2.2568	-2.91161	-2.991
3.00206e+07	0	-7.80439	-0.921403	-2.21721	-2.90587	-2.9904
3.00268e+07	20	-0.292886	1.01256	-1.81275	-2.85851	-2.98558
3.00374e+07	53	14.1045	5.84327	-0.779905	-2.7377	-2.97329
3.00573e+07	-6	8.67315	4.7381	-0.881472	-2.74507	-2.97398
3.00656e+07	26	13.3541	6.7291	-0.342582	-2.67745	-2.96704
3.00776e+07	33	18.6616	9.19617	0.344711	-2.59018	-2.95807
3.00861e+07	-13	10.108	7.10689	0.0623923	-2.61662	-2.96067
3.01086e+07	-22	1.43382	4.36187	-0.415823	-2.66765	-2.9658
3.01313e+07	-2	0.506153	3.76096	-0.450948	-2.66583	-2.96553
3.01396e+07	-9	-2.06199	2.55407	-0.644567	-2.68368	-2.96728
3.01567e+07	-47	-14.2023	-2.13749	-1.71546	-2.81258	-2.98044
3.01654e+07	0	-10.3654	-1.93495	-1.67508	-2.80415	-2.97952
3.01799e+07	53	6.75313	3.27417	-0.365783	-2.6317	-2.96167
3.01855e+07	33	13.8439	6.0945	0.446331	-2.51839	-2.94985
3.02057e+07	8	12.2651	6.27538	0.633009	-2.484	-2.94614
3.02162e+07	1	9.22178	5.77443	0.642209	-2.4723	-2.94477
3.02248e+07	-11	3.75874	4.18104	0.34642	-2.50169	-2.94765
3.02365e+07	22	8.68673	5.87409	0.903506	-2.41511	-2.93847
3.02566e+07	6	7.96089	5.88605	1.03618	-2.38464	-2.93509
3.02648e+07	-14	2.02802	3.99588	0.640424	-2.4277	-2.93938
3.02787e+07	26	8.5042	6.08767	1.31482	-2.31989	-2.92787
3.02954e+07	-27	-1.08748	2.94186	0.554499	-2.41558	-2.93768
3.03062e+07	-9	-3.2251	1.80638	0.295593	-2.44166	-2.94021
3.03191e+07	17	2.23884	3.25117	0.752122	-2.36302	-2.93169
3.03337e+07	-9	-0.797403	2.08611	0.483457	-2.39042	-2.93434
3.03367e+07	17	4.01068	3.50446	0.941906	-2.30878	-2.92544
3.03564e+07	-23	-3.28643	0.983711	0.272655	-2.39758	-2.9346
3.03648e+07	-16	-6.72108	-0.631608	-0.185231	-2.45706	-2.9407
3.0382e+07	3	-4.09487	-0.286196	-0.0950463	-2.43276	-2.93787
3.03848e+07	-2	-3.52893	-0.449204	-0.149297	-2.4308	-2.93741
3.04159e+07	17	2.01709	1.21051	0.341765	-2.34121	-2.92753
3.04376e+07	0	1.47216	1.09536	0.331928	-2.33024	-2.92605
3.0465e+07	8	3.2357	1.75213	0.553691	-2.28101	-2.92042
3.04761e+07	-5	1.01077	1.10986	0.39235	-2.29417	-2.92151
3.04987e+07	-10	-1.96386	0.0530806	0.0891603	-2.33207	-2.9253
3.05074e+07	-23	-7.6469	-2.13977	-0.587133	-2.43525	-2.93622
3.05163e+07	10	-2.87948	-0.985007	-0.275872	-2.37225	-2.92906
3.05366e+07	-10	-4.80313	-1.84254	-0.562763	-2.41146	-2.93304
3.05569e+07	-34	-12.6908	-4.90146	-1.55251	-2.57613	-2.95086
3.05652e+07	-7	-11.1534	-5.10108	-1.71426	-2.59951	-2.95322
3.05767e+07	-48	-21.1078	-9.18179	-3.09254	-2.84267	-2.97992
3.05885e+07	5	-14.0546	-7.83276	-2.85091	-2.80011	-2.97511
3.06052e+07	-3	-11.0681	-7.37305	-2.85537	-2.80121	-2.97513
3.06195e+07	50	5.42981	-1.91548	-1.26935	-2.50738	-2.9422
