2.97069e+07	-59	-3.00014	-3.00344	-3.01366	-3.05405	-3.12026	-3.2114	-3.3266	-4.23381
2.97158e+07	7	-3.00025	-3.00622	-3.02459	-3.09605	-3.21103	-3.36627	-3.55863	-4.97412
2.97328e+07	-12	-3.00039	-3.00952	-3.03746	-3.14482	-3.31482	-3.54056	-3.81548	-5.72155
2.97359e+07	14	-3.00048	-3.01175	-3.04589	-3.17492	-3.37473	-3.63382	-3.94142	-5.88526
2.97558e+07	54	-3.00043	-3.01045	-3.04022	-3.14852	-3.30757	-3.50157	-3.71618	-4.69655
2.97672e+07	41	-3.00027	-3.00647	-3.02392	-3.08066	-3.14959	-3.21256	-3.25381	-2.73749
2.97875e+07	17	-3.00007	-3.0013	-3.0031	-2.99637	-2.95852	-2.87182	-2.72191	-0.733651
2.98071e+07	-26	-2.99992	-2.9976	-2.98835	-2.93795	-2.82925	-2.64736	-2.38168	0.314321
2.98186e+07	7	-2.99975	-2.99333	-2.97148	-2.87247	-2.6872	-2.40556	-2.0225	1.30084
2.98277e+07	0	-2.99957	-2.98893	-2.95426	-2.80706	-2.54854	-2.17523	-1.68927	2.06212
2.98559e+07	-19	-2.99943	-2.98555	-2.94134	-2.76013	-2.45415	-2.028	-1.49203	2.20757
2.98755e+07	0	-2.99928	-2.98203	-2.92798	-2.71257	-2.36057	-1.88563	-1.30682	2.27529
2.98869e+07	40	-2.99903	-2.97591	-2.90444	-2.62585	-2.18206	-1.59725	-0.900162	3.16068
2.99067e+07	36	-2.99868	-2.96747	-2.87192	-2.50562	-1.93306	-1.19145	-0.321041	4.59316
2.99165e+07	9	-2.9983	-2.95838	-2.83722	-2.3795	-1.67663	-0.781674	0.251563	5.83719
2.99556e+07	20	-2.99786	-2.94799	-2.79771	-2.23727	-1.39018	-0.32829	0.879149	7.14521
2.99751e+07	-30	-2.9975	-2.93938	-2.76571	-2.12802	-1.18364	-0.0254655	1.26066	7.37387
2.99898e+07	0	-2.99712	-2.93067	-2.73373	-2.02145	-0.987878	0.251707	1.59471	7.39416
3.00061e+07	-47	-2.99686	-2.92477	-2.71326	-1.96294	-0.903542	0.326937	1.61022	6.21151
3.00206e+07	0	-2.99659	-2.91875	-2.69258	-1.90507	-0.822703	0.394535	1.61471	5.1273
3.00268e+07	20	-2.99626	-2.9114	-2.66681	-1.82857	-0.702359	0.530396	1.72594	4.58654
3.00374e+07	53	-2.99579	-2.90069	-2.62803	-1.70248	-0.474449	0.852781	2.12452	5.22007
3.00573e+07	-6	-2.99534	-2.8903	-2.59092	-1.58601	-0.273098	1.12188	2.43381	5.47994
3.00656e+07	26	-2.99481	-2.87824	-2.54765	-1.44798	-0.0283067	1.46202	2.84803	6.13994
3.00776e+07	33	-2.9942	-2.86412	-2.49666	-1.2827	0.27163	1.89229	3.39454	7.26005
3.00861e+07	-13	-2.99361	-2.85078	-2.44935	-1.13591	0.523729	2.22976	3.78798	7.71028
3.01086e+07	-22	-2.99307	-2.83875	-2.40785	-1.01564	0.711205	2.44707	3.98964	7.41581
3.01313e+07	-2	-2.99252	-2.82681	-2.36717	-0.901539	0.880772	2.6291	4.13515	6.97219
3.01396e+07	-9	-2.992	-2.81538	-2.32899	-0.800218	1.01819	2.75176	4.18875	6.26468
3.01567e+07	-47	-2.99158	-2.80679	-2.30256	-0.747891	1.04362	2.67617	3.93816	4.52414
3.01654e+07	0	-2.99116	-2.79812	-2.27614	-0.697116	1.06518	2.5969	3.69093	3.03043
3.01799e+07	53	-2.9906	-2.78612	-2.23682	-0.59672	1.19687	2.71464	3.75726	2.9352
3.01855e+07	33	-2.98995	-2.77206	-2.18976	-0.468259	1.38838	2.93669	3.98716	3.52127
3.02057e+07	8	-2.98928	-2.7575	-2.14125	-0.337207	1.58173	3.15898	4.21628	4.08912
3.02162e+07	1	-2.98859	-2.74286	-2.09304	-0.210559	1.76136	3.35421	4.40255	4.47561
3.02248e+07	-11	-2.98793	-2.72889	-2.04806	-0.0998285	1.90201	3.47865	4.47939	4.4439
3.02365e+07	22	-2.98721	-2.71356	-1.9982	0.0274206	2.07675	3.66243	4.65032	4.80515
3.02566e+07	6	-2.98647	-2.69787	-1.94749	0.154905	2.24865	3.8394	4.81114	5.12055
3.02648e+07	-14	-2.98576	-2.68304	-1.90083	0.263186	2.37458	3.93397	4.84533	4.95158
3.02787e+07	26	-2.98498	-2.66662	-1.84839	0.391604	2.54311	4.1038	4.9993	5.27983
3.02954e+07	-27	-2.98425	-2.65187	-1.80323	0.488002	2.63734	4.14176	4.95043	4.83118
3.03062e+07	-9	-2.98355	-2.63767	-1.76083	0.571054	2.7005	4.12688	4.82532	4.16691
3.03191e+07	17	-2.9828	-2.62242	-1.71478	0.666353	2.7903	4.16186	4.78436	3.91756
3.03337e+07	-9	-2.98206	-2.60774	-1.67152	0.748181	2.84899	4.14417	4.66729	3.43306
3.03367e+07	17	-2.98127	-2.59201	-1.62465	0.84214	2.93428	4.17652	4.63445	3.34386
3.03564e+07	-23	-2.98054	-2.57771	-1.58403	0.909002	2.95837	4.10351	4.44387	2.6918
3.03648e+07	-16	-2.97984	-2.56439	-1.54782	0.956639	2.9402	3.96082	4.15408	1.75763
3.0382e+07	3	-2.97913	-2.55088	-1.51129	1.00418	2.92333	3.82662	3.88802	1.03685
3.03848e+07	-2	-2.97841	-2.53748	-1.47569	1.04675	2.89697	3.68184	3.61557	0.392686
3.04159e+07	17	-2.97765	-2.52303	-1.43636	1.10287	2.9026	3.59964	3.44981	0.242758
